transaction_id|date|product_code|qty
739|2018-08-23|133|1.0
740|2018-08-24|133|1.0
741|2018-08-25|133|1.0
742|2018-08-26|133|1.0
743|2018-08-27|133|2.0
744|2018-08-28|133|2.0
745|2018-08-29|133|2.0
746|2018-08-30|133|2.0
747|2018-08-31|133|1.0
748|2018-09-01|133|1.0
749|2018-09-02|133|1.0
750|2018-09-03|133|1.0
751|2018-09-04|133|1.0
752|2018-09-05|133|1.0
753|2018-09-06|133|1.0
754|2018-09-07|133|1.0
755|2018-09-08|133|1.0
756|2018-09-09|133|1.0
757|2018-09-10|133|1.0
758|2018-09-11|133|1.0
759|2018-09-12|133|1.0
760|2018-09-13|133|1.0
761|2018-09-14|133|1.0
762|2018-09-15|133|1.0
763|2018-09-16|133|1.0
764|2018-09-17|133|2.0
765|2018-09-18|133|2.0
766|2018-09-19|133|1.0
767|2018-09-20|133|1.0
768|2018-09-21|133|1.0
769|2018-09-22|133|1.0
770|2018-09-23|133|1.0
771|2018-09-24|133|1.0
772|2018-09-25|133|1.0
773|2018-09-26|133|1.0
774|2018-09-27|133|1.0
775|2018-09-28|133|1.0
776|2018-09-29|133|1.0
777|2018-09-30|133|1.0
778|2018-10-01|133|1.0
779|2018-10-02|133|1.0
780|2018-10-03|133|1.0
781|2018-10-04|133|2.0
782|2018-10-05|133|1.0
783|2018-10-06|133|1.0
784|2018-10-07|133|1.0
785|2018-10-08|133|1.0
786|2018-10-09|133|1.0
787|2018-10-10|133|1.0
788|2018-10-11|133|1.0
789|2018-10-12|133|1.0
790|2018-10-13|133|1.0
791|2018-10-14|133|1.0
792|2018-10-15|133|1.0
793|2018-10-16|133|1.0
794|2018-10-17|133|1.0
795|2018-10-18|133|2.0
796|2018-10-19|133|1.0
797|2018-10-20|133|1.0
798|2018-10-21|133|1.0
799|2018-10-22|133|1.0
800|2018-10-23|133|1.0
801|2018-10-24|133|1.0
802|2018-10-25|133|1.0
803|2018-10-26|133|1.0
804|2018-10-27|133|1.0
805|2018-10-28|133|1.0
806|2018-10-29|133|1.0
807|2018-10-30|133|2.0
808|2018-10-31|133|1.0
809|2018-11-01|133|1.0
810|2018-11-02|133|1.0
811|2018-11-03|133|1.0
812|2018-11-04|133|1.0
813|2018-11-05|133|2.0
814|2018-11-06|133|2.0
815|2018-11-07|133|1.0
816|2018-11-08|133|1.0
817|2018-11-09|133|1.0
818|2018-11-10|133|1.0
819|2018-11-11|133|1.0
820|2018-11-12|133|1.0
821|2018-11-13|133|2.0
822|2018-11-14|133|1.0
823|2018-11-15|133|1.0
824|2018-11-16|133|1.0
825|2018-11-17|133|1.0
826|2018-11-18|133|1.0
827|2018-11-19|133|1.0
828|2018-11-20|133|1.0
829|2018-11-21|133|1.0
830|2018-11-22|133|1.0
831|2018-11-23|133|1.0
832|2018-11-24|133|1.0
833|2018-11-25|133|1.0
834|2018-11-26|133|1.0
835|2018-11-27|133|1.0
836|2018-11-28|133|1.0
837|2018-11-29|133|1.0
838|2018-11-30|133|2.0
839|2018-12-01|133|2.0
840|2018-12-02|133|2.0
841|2018-12-03|133|2.0
842|2018-12-04|133|1.0
843|2018-12-05|133|1.0
844|2018-12-06|133|1.0
845|2018-12-07|133|1.0
846|2018-12-08|133|1.0
847|2018-12-09|133|1.0
848|2018-12-10|133|1.0
849|2018-12-11|133|2.0
850|2018-12-12|133|2.0
851|2018-12-13|133|2.0
852|2018-12-14|133|2.0
853|2018-12-15|133|2.0
854|2018-12-16|133|2.0
855|2018-12-17|133|1.0
856|2018-12-18|133|1.0
857|2018-12-19|133|1.0
858|2018-12-20|133|2.0
859|2018-12-21|133|1.0
860|2018-12-22|133|1.0
861|2018-12-23|133|1.0
862|2018-12-24|133|1.0
863|2018-12-25|133|1.0
864|2018-12-26|133|1.0
865|2018-12-27|133|2.0
866|2018-12-28|133|1.0
867|2018-12-29|133|1.0
868|2018-12-30|133|1.0
869|2018-12-31|133|1.0
870|2019-01-01|133|1.0
871|2019-01-02|133|1.0
872|2019-01-03|133|1.0
873|2019-01-04|133|1.0
874|2019-01-05|133|1.0
875|2019-01-06|133|1.0
876|2019-01-07|133|1.0
877|2019-01-08|133|1.0
878|2019-01-09|133|1.0
879|2019-01-10|133|1.0
880|2019-01-11|133|1.0
881|2019-01-12|133|1.0
882|2019-01-13|133|1.0
883|2019-01-14|133|2.0
884|2019-01-15|133|2.0
885|2019-01-16|133|1.0
886|2019-01-17|133|2.0
887|2019-01-18|133|1.0
888|2019-01-19|133|1.0
889|2019-01-20|133|1.0
890|2019-01-21|133|1.0
891|2019-01-22|133|1.0
892|2019-01-23|133|1.0
893|2019-01-24|133|1.0
894|2019-01-25|133|1.0
895|2019-01-26|133|1.0
896|2019-01-27|133|1.0
897|2019-01-28|133|1.0
898|2019-01-29|133|1.0
899|2019-01-30|133|1.0
900|2019-01-31|133|1.0
901|2019-02-01|133|1.0
902|2019-02-02|133|1.0
903|2019-02-03|133|1.0
904|2019-02-04|133|1.0
905|2019-02-05|133|1.0
906|2019-02-06|133|1.0
907|2019-02-07|133|1.0
908|2019-02-08|133|1.0
909|2019-02-09|133|1.0
910|2019-02-10|133|1.0
911|2019-02-11|133|1.0
912|2019-02-12|133|1.0
913|2019-02-13|133|1.0
914|2019-02-14|133|1.0
915|2019-02-15|133|1.0
916|2019-02-16|133|1.0
917|2019-02-17|133|1.0
918|2019-02-18|133|1.0
919|2019-02-19|133|1.0
920|2019-02-20|133|1.0
921|2019-02-21|133|1.0
922|2019-02-22|133|1.0
923|2016-02-01|132|1.0
924|2016-02-17|132|1.0
925|2016-03-09|132|1.0
926|2016-03-17|132|1.0
927|2016-03-18|132|1.0
